condition,snr_db,realization,sample_id,stable_seed_uint64,shared_scope
snr_30db,30.0,draw0,baa9_pec_ti060_pi300,6776122011242420626,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti060_pi330,16855419321770502414,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi000,6709858473582932556,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi030,4181801205631415927,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi060,12139721488675983139,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi090,15580303411494280785,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi120,4457334733230659428,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi150,15204149550233500253,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi180,7048893687894207671,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi210,12914761626489204057,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi240,12913847123178897322,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi270,13431357447160946042,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi300,5746008943129537066,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti090_pi330,10658597648286775862,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi000,8575099867980404714,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi030,3173904264265434053,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi060,16097357154661043118,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi090,8133083493492451403,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi120,15412220660206250193,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi150,16456390847422779106,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi180,18182682699915205385,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi210,10019140805641029734,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi240,7207230442257706320,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi270,9970415242345349398,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi300,8870196323277294074,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti120_pi330,6305275185554975305,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi000,13465512984705251337,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi030,4930675148952388212,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi060,15430065842753976258,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi090,14610196638755508044,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi120,13757955335447974524,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi150,11034259460819842272,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi180,8746728028115052933,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi210,10598117424760462738,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi240,1243643141033569540,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi270,1395750767284382013,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi300,17483284878033495343,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,baa9_pec_ti150_pi330,10760679891456907393,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi000,11842883722842332787,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi030,601978902405701977,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi060,5633158159230846340,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi090,16969088271814135236,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi120,7159746436929579236,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi150,14366470440852547861,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi180,2248768970682442654,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi210,10466516011664635294,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi240,4272837447527888832,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi270,2293290191110658444,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi300,3853770938134312652,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti030_pi330,11380549668599118048,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi000,3960003717681911524,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi030,15748659773512757875,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi060,2227963408311163765,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi090,4854764101650332849,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi120,9817055713278487264,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi150,1082009923993578596,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi180,14746248099214624625,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi210,13718000760072239759,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi240,15028690663524195972,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi270,11074630629512568374,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi300,1586023936082775459,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti060_pi330,15517909543684624804,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi000,10773721201412663839,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi030,1616342529693031082,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi060,13917483252579728285,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi090,11308843616637523697,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi120,14477969968581743373,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi150,551236620925511673,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi180,17847879998345460034,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi210,1412636959481950571,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi240,3449097781671721090,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi270,12417422121927447360,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi300,4412230177642603097,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti090_pi330,15483168816645845888,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi000,252373756742764923,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi030,8344917232942954217,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi060,7726383693924019860,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi090,6606633541207719429,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi120,8563052410776829606,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi150,7739446786760199280,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi180,13833131027043195080,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi210,15292884112856558007,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi240,17907306383536146588,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi270,15047290594898652658,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi300,8545479845041080763,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti120_pi330,6711296273195280502,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi000,11254641002381691375,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi030,4723164012742403934,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi060,4345118319429217467,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi090,7220764249326562515,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi120,2449054025307335235,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi150,14693298927109860421,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi180,8858107265960971037,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi210,5499171759552423863,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi240,9236686785037512179,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi270,3684515057014567527,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi300,18207541964722258445,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb26_pec_ti150_pi330,17105002211970487916,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi000,16463790520260967522,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi030,17806093747947005921,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi060,3290795038873787202,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi090,5047472225422041545,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi120,12891447446478873962,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi150,11855732403985404870,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi180,13263208363991978437,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi210,9461511523903715108,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi240,1960387801329971815,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi270,8657272796772482712,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi300,2350132613845836582,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti030_pi330,13223445315455880641,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi000,696866520925037734,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi030,12879810224001554662,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi060,451432131776848058,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi090,11987515802209785740,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi120,4332719999997768199,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi150,10211128620802855656,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi180,12539223409773007205,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi210,14128136130603219050,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi240,7012842620374498216,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi270,13921199578609657780,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi300,6888834474515210342,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti060_pi330,16625852382506713123,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi000,18173165176830837471,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi030,10307802421814818669,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi060,5411101177482661268,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi090,3453275405038466566,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi120,3775226436256950793,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi150,10896297774179418109,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi180,14259833755900248842,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi210,1923057706195299640,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi240,11774165524463865806,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi270,3390389629336148247,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi300,18169834892000630424,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti090_pi330,18212013482842001989,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi000,9019466415842988183,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi030,4951882320617987331,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi060,18381121119735290525,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi090,11218770918712687913,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi120,17050429162959158320,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi150,5393853028387831921,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi180,17777934037282600652,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi210,4441708050208578650,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi240,8083377727554593494,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi270,9957979388305682553,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi300,15514231209134073534,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti120_pi330,4805096242678764739,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi000,13112702760204679697,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi030,13990684588623038676,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi060,11703601034092352599,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi090,12357799889464916983,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi120,11117152568290003239,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi150,9197476276483038213,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi180,6883977500170977653,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi210,8756212164573953479,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi240,14310681729851080269,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi270,17320030363283755208,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi300,9679658298503794528,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7c_pec_ti150_pi330,10126206485921377717,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi000,2597889443250602276,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi030,6862574057805496784,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi060,12280351947985148327,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi090,2064834362320360303,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi120,17558139674478974307,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi150,18425941933405898691,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi180,12278420607840346079,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi210,17605114854277141089,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi240,14150005604423499694,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi270,7426899350186871531,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi300,14422457099444752904,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti030_pi330,2626969244469854014,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi000,140276593678187574,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi030,5108654836672271549,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi060,13598421931230933619,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi090,9308814117728994521,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi120,6750269969041792663,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi150,17391247898702708791,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi180,2584103964184639379,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi210,2120452881623592744,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi240,1825441706398756718,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi270,1194250078992656234,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi300,8813919414014402773,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,bb7d_pec_ti060_pi330,15859301703529756609,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
